rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,lsoa_code,lsoa_name,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,family_area_rating,area_safety_percentile,imd_lower_deprivation_percentile,imd_rank,imd_decile,imd_score,imd_lsoa_name,imd_local_authority,recent_family_crime_weighted_count_1mi,recent_crime_total_count_1mi,recent_crime_month,catchment_radius_m,catchment_source_year,catchment_source_name,catchment_source_url,catchment_note,full_address
286,12,Tetherdown Primary School,Haringey,102098,4 to 11,60,392.0,7.0,Does not apply,False,173,18.12,21.63355408388521,False,77.33616504854369,73.0,17.0,111.0,109.0,111.0,110.33333333333333,N10 3BP,,,,,,,,,,,,,,,,,,,,,,,,"Grand Avenue, London, N10 3BP"
287,11,Christchurch Primary School,Redbridge,131847,3 to 11,142,1117.0,18.0,Does not apply,False,174,45.67,24.45806875410554,False,77.3118932038835,79.0,14.0,108.0,112.0,112.0,110.66666666666667,IG1 4LQ,,,,,,,,,,,,,,,,,,,,,,,,"Wellesley Road, Ilford, IG1 4LQ"
288,6,Christ Church CofE School,Tower Hamlets,100944,3 to 11,17,153.0,35.0,Church of England,True,,10.0,15.3,False,77.28155339805825,71.0,35.0,114.0,107.0,111.0,110.66666666666667,E1 6PU,,,,,,,,,,,,,,,,,,,,,,,,"47a Brick Lane, Spitalfields, London, E1 6PU"
289,9,St Paul's CofE Primary School,Enfield,102035,4 to 11,57,420.0,9.0,Church of England,True,,18.26,23.001095290251914,False,77.251213592233,77.0,32.0,109.0,108.0,110.0,109.0,N21 2RA,,,,,,,,,,,,,,,,,,,,,,,,"Ringwood Way, Winchmore Hill, London, N21 2RA"
290,12,Aldborough Primary School,Redbridge,136934,4 to 11,51,365.0,41.0,Does not apply,False,175,19.8,18.434343434343432,False,77.22087378640776,90.0,16.0,108.0,109.0,110.0,109.0,IG3 8HZ,,,,,,,,,,,,,,,,,,,,,,,,"231 Aldborough Road South, Seven Kings, Ilford, IG3 8HZ"
291,10,All Saints CofE Primary School,Hammersmith and Fulham,100344,3 to 11,30,213.0,23.0,Church of England,True,,9.4,22.659574468085104,False,77.20873786407768,80.0,13.0,110.0,109.0,111.0,110.0,SW6 6ED,,,,,,,,,,,,,,,,,,,,,,,,"Bishops Avenue, Fulham, London, SW6 6ED"
292,4,Bourne Primary School,Hillingdon,102368,3 to 11,29,220.0,28.0,Does not apply,False,176,10.0,22.0,False,77.18446601941747,83.0,21.0,109.0,110.0,108.0,109.0,HA4 6UJ,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Avenue, Ruislip, HA4 6UJ"
293,8,Dairy Meadow Primary School,Ealing,101894,3 to 11,55,401.0,44.0,Does not apply,False,177,18.0,22.27777777777778,False,77.12378640776699,82.0,18.0,108.0,110.0,110.0,109.33333333333333,UB2 4RP,,,,,,,,,,,,,,,,,,,,,,,,"Swift Road, Dairy Meadow Primary School, Southall, UB2 4RP"
294,8,Aragon Primary School,Merton,144838,3 to 11,79,623.0,32.0,Does not apply,False,178,25.2,24.72222222222222,False,77.00849514563107,85.0,15.0,109.0,110.0,109.0,109.33333333333333,SM4 4QU,,,,,,,,,,,,,,,,,,,,,,,,"Aragon Primary School, Aragon Road, Morden, SM4 4QU"
295,7,Rockmount Primary School,Croydon,101783,3 to 11,57,449.0,33.0,Does not apply,False,179,21.31,21.069920225246364,False,76.97208737864078,82.0,18.0,111.0,108.0,109.0,109.33333333333333,SE19 3ST,,,,,,,,,,,,,,,,,,,,,,,,"Chevening Road, Upper Norwood, London, SE19 3ST"
296,23,Christ Church Primary School,Barnet,101316,3 to 11,30,214.0,7.0,Church of England,True,,10.6,20.18867924528302,False,76.89927184466019,77.0,30.0,109.0,108.0,110.0,109.0,EN5 4NS,,,,,,,,,,,,,,,,,,,,,,,,"Byng Road, Christ Church Primary School, Barnet, EN5 4NS"
297,5,Hacton Primary School,Havering,146136,3 to 11,86,635.0,13.0,Does not apply,False,180,34.89,18.20005732301519,False,76.89320388349515,83.0,26.0,108.0,109.0,109.0,108.66666666666667,RM12 6AU,,,,,,,,,,,,,,,,,,,,,,,,"Chepstow Avenue, Hornchurch, RM12 6AU"
298,24,Sunnyfields Primary School,Barnet,101311,3 to 11,30,253.0,43.0,Does not apply,False,181,12.14,20.840197693574957,False,76.76577669902913,80.0,17.0,108.0,109.0,112.0,109.66666666666667,NW4 4JH,,,,,,,,,,,,,,,,,,,,,,,,"Hatchcroft, Off Greyhound Hill, Hendon, London, NW4 4JH"
299,25,Chalgrove Primary School,Barnet,101309,4 to 11,28,216.0,14.0,Does not apply,False,182,14.5,14.89655172413793,True,76.75364077669903,86.0,7.0,110.0,110.0,112.0,110.66666666666667,N3 3PL,,,,,,,,,,,,,,,,,,,,,,,,"Chalgrove Gardens, Finchley, London, N3 3PL"
300,11,Miles Coverdale Primary School,Hammersmith and Fulham,100326,3 to 11,30,225.0,50.0,Does not apply,False,183,12.33,18.248175182481752,False,76.6747572815534,73.0,37.0,108.0,109.0,111.0,109.33333333333333,W12 8JJ,,,,,,,,,,,,,,,,,,,,,,,,"Coverdale Road, Shepherds Bush, Coverdale Road, London, W12 8JJ"
301,26,Menorah Primary School for Girls,Barnet,101341,3 to 11,30,214.0,3.0,Jewish,True,,13.25,16.150943396226417,False,76.66262135922331,90.0,7.0,111.0,109.0,111.0,110.33333333333333,NW11 9SP,,,,,,,,,,,,,,,,,,,,,,,,"The Wohl Campus, 1-3 the Drive, Golders Green, London, NW11 9SP"
302,3,St Bartholomews's Church of England Primary School,Lewisham,100726,5 to 11,54,399.0,17.0,Church of England,True,,18.46,21.61430119176598,False,76.4866504854369,80.0,30.0,109.0,109.0,108.0,108.66666666666667,SE26 4LJ,,,,,,,,,,,,,,,,,,,,,,,,"The Peak, Sydenham, London, SE26 4LJ"
303,4,Rathfern Primary School,Lewisham,100700,3 to 11,60,497.0,48.0,Does not apply,False,184,23.19,21.43165157395429,False,76.45631067961165,82.0,8.0,111.0,110.0,111.0,110.66666666666667,SE6 4NL,,,,,,,,,,,,,,,,,,,,,,,,"Rathfern Road, Catford, London, SE6 4NL"
304,7,St. Paul's With St. Michael's CofE Primary School,Hackney,100269,3 to 11,22,188.0,73.0,Church of England,True,,13.6,13.823529411764707,True,76.4502427184466,82.0,18.0,109.0,107.0,113.0,109.66666666666667,E8 4PB,,,,,,,,,,,,,,,,,,,,,,,,"57a Brougham Rd, Hackney, E8 4PB"
305,17,St John the Baptist Church of England Junior School,Richmond upon Thames,102911,7 to 11,59,225.0,10.0,Church of England,True,,11.08,20.306859205776174,False,76.41383495145631,75.0,14.0,111.0,109.0,111.0,110.33333333333333,KT1 4HQ,,,,,,,,,,,,,,,,,,,,,,,,"Lower Teddington Road, Hampton Wick, Kingston upon Thames, KT1 4HQ"
306,9,Hollymount School,Merton,102633,3 to 11,58,445.0,9.0,Does not apply,False,185,20.57,21.633446767136608,False,76.31674757281553,84.0,7.0,111.0,110.0,111.0,110.66666666666667,SW20 0SQ,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge Road, Raynes Park, London, SW20 0SQ"
307,18,The Winns Primary School,Waltham Forest,103061,3 to 11,55,626.0,25.0,Does not apply,False,186,26.6,23.533834586466163,False,76.31067961165049,87.0,13.0,110.0,109.0,109.0,109.33333333333333,E17 5ET,,,,,,,,,,,,,,,,,,,,,,,,"Fleeming Road, Walthamstow, London, E17 5ET"
308,10,Bowes Primary School,Enfield,143201,3 to 11,61,475.0,34.0,Does not apply,False,187,23.4,20.2991452991453,False,76.29247572815534,87.0,20.0,110.0,108.0,108.0,108.66666666666667,N11 2HL,,,,,,,,,,,,,,,,,,,,,,,,"Bowes Road, New Southgate, London, N11 2HL"
309,9,Mount Carmel Catholic Primary School,Ealing,101919,3 to 11,49,416.0,12.0,Roman Catholic,True,,19.0,21.894736842105264,False,76.15291262135922,86.0,27.0,109.0,108.0,108.0,108.33333333333333,W5 4EA,,,,,,,,,,,,,,,,,,,,,,,,"Little Ealing Lane, Ealing, London, W5 4EA"
310,5,St Margaret's Lee CofE Primary School,Lewisham,100724,4 to 11,27,204.0,33.0,Church of England,True,,12.6,16.19047619047619,False,76.14684466019416,78.0,15.0,110.0,109.0,110.0,109.66666666666667,SE13 5SG,,,,,,,,,,,,,,,,,,,,,,,,"Lee Church Street, st margarets lee ce school, London, SE13 5SG"
311,11,Rosary Catholic Primary School,Camden,100035,3 to 11,41,301.0,20.0,Roman Catholic,True,,17.6,17.102272727272727,False,76.09223300970874,73.0,32.0,108.0,110.0,110.0,109.33333333333333,NW3 2AE,,,,,,,,,,,,,,,,,,,,,,,,"238 Haverstock Hill, Hampstead, London, NW3 2AE"
312,8,St Cecilia's Catholic Primary School,Sutton,102993,3 to 11,62,465.0,8.0,Roman Catholic,True,,19.66,23.65208545269583,False,76.06189320388349,82.0,13.0,109.0,109.0,111.0,109.66666666666667,SM3 9DL,,,,,,,,,,,,,,,,,,,,,,,,"London Road, North Cheam, Sutton, SM3 9DL"
313,10,St John's Roman Catholic Primary School,Southwark,100841,3 to 11,26,228.0,50.0,Roman Catholic,True,,10.94,20.840950639853748,False,76.05582524271844,92.0,23.0,108.0,107.0,110.0,108.33333333333333,SE16 6SD,,,,,,,,,,,,,,,,,,,,,,,,"St Elmo's Road, London, SE16 6SD"
314,5,Hermitage Primary School,Hillingdon,148775,3 to 11,59,446.0,34.0,Does not apply,False,188,19.4,22.989690721649485,False,75.91019417475728,83.0,12.0,110.0,109.0,110.0,109.66666666666667,UB8 1RB,,,,,,,,,,,,,,,,,,,,,,,,"Belmont Road, Uxbridge, UB8 1RB"
315,12,Earl's Court Free School Primary,Hammersmith and Fulham,140811,4 to 11,30,204.0,47.0,None,False,189,10.9,18.71559633027523,False,75.83131067961165,83.0,33.0,108.0,109.0,108.0,108.33333333333333,W6 0LB,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge Grove, London, W6 0LB"
316,3,St Andrew's and St Mark's CofE Junior School,Kingston upon Thames,102588,7 to 11,89,347.0,15.0,Church of England,True,,16.6,20.903614457831324,False,75.78883495145631,78.0,22.0,109.0,109.0,109.0,109.0,KT6 4AL,,,,,,,,,,,,,,,,,,,,,,,,"Maple Road, St Andrew's & St Mark's Junior Sch, Surbiton, KT6 4AL"
317,10,Wimbledon Park Primary School,Merton,102648,3 to 11,69,636.0,14.0,Does not apply,False,190,29.8,21.34228187919463,False,75.76456310679612,75.0,12.0,110.0,111.0,111.0,110.66666666666667,SW19 8EJ,,,,,,,,,,,,,,,,,,,,,,,,"Havana Road, London, SW19 8EJ"
318,11,Wimbledon Chase Primary School,Merton,102662,3 to 11,87,691.0,14.0,Does not apply,False,191,33.0,20.939393939393938,False,75.4004854368932,80.0,16.0,109.0,110.0,109.0,109.33333333333333,SW19 3QB,,,,,,,,,,,,,,,,,,,,,,,,"Merton Hall Road, Wimbledon, London, SW19 3QB"
319,11,Queen's Park Primary School,Westminster,101120,3 to 11,36,266.0,31.0,Does not apply,False,192,22.2,11.981981981981983,True,75.29733009708738,75.0,17.0,108.0,110.0,112.0,110.0,W10 4DQ,,,,,,,,,,,,,,,,,,,,,,,,"Droop Street, London, W10 4DQ"
320,8,Applegarth Academy,Croydon,139393,3 to 11,58,422.0,48.0,Does not apply,False,193,23.4,18.034188034188034,False,75.27912621359224,88.0,22.0,108.0,109.0,108.0,108.33333333333333,CR0 9DL,,,,,,,,,,,,,,,,,,,,,,,,"Bygrove Fieldway, New Addington, Croydon, CR0 9DL"
321,6,Royal Park Primary Academy,Bexley,142723,3 to 11,41,346.0,39.0,Does not apply,False,194,14.9,23.221476510067113,False,75.27305825242718,83.0,34.0,111.0,109.0,105.0,108.33333333333333,DA14 4PX,,,,,,,,,,,,,,,,,,,,,,,,"Riverside Road, Sidcup, DA14 4PX"
322,5,Beam Primary School,Barking and Dagenham,101202,3 to 11,79,588.0,34.0,Does not apply,False,195,36.4,16.153846153846153,False,75.16990291262135,76.0,18.0,109.0,108.0,112.0,109.66666666666667,RM10 9ED,,,,,,,,,,,,,,,,,,,,,,,,"Oval Road North, Dagenham, RM10 9ED"
323,18,Chase Bridge Primary School,Richmond upon Thames,102905,3 to 11,87,667.0,18.0,Does not apply,False,196,26.9,24.79553903345725,False,75.11529126213591,79.0,28.0,108.0,108.0,110.0,108.66666666666667,TW2 7DE,,,,,,,,,,,,,,,,,,,,,,,,"Kneller Road, Twickenham, TW2 7DE"
324,6,Gordonbrock Primary School,Lewisham,100684,3 to 11,87,637.0,21.0,Does not apply,False,197,25.8,24.689922480620154,False,75.06674757281554,85.0,24.0,109.0,108.0,108.0,108.33333333333333,SE4 1HQ,,,,,,,,,,,,,,,,,,,,,,,,"Amyruth Road, London, Brockley, SE4 1HQ"
325,9,Drayton Park Primary School,Islington,100402,3 to 11,34,257.0,50.0,Does not apply,False,198,13.99,18.370264474624733,False,74.91504854368932,85.0,18.0,109.0,108.0,109.0,108.66666666666667,N5 1PJ,,,,,,,,,,,,,,,,,,,,,,,,"Arvon Road, Highbury, London, N5 1PJ"
326,9,Robin Hood Junior School,Sutton,102984,7 to 11,89,358.0,20.0,Does not apply,False,199,15.38,23.27698309492848,False,74.89684466019418,84.0,19.0,108.0,109.0,109.0,108.66666666666667,SM1 1RL,,,,,,,,,,,,,,,,,,,,,,,,"Thorncroft Road, Sutton, SM1 1RL"
327,7,Peareswood Primary School,Bexley,137417,3 to 11,55,431.0,69.0,Does not apply,False,200,19.5,22.102564102564102,False,74.87257281553397,85.0,9.0,111.0,110.0,109.0,110.0,DA8 3PR,,,,,,,,,,,,,,,,,,,,,,,,"Peareswood Road, Erith, DA8 3PR"
328,13,Muswell Hill Primary School,Haringey,131871,4 to 11,60,419.0,13.0,Does not apply,False,201,16.64,25.18028846153846,False,74.7754854368932,85.0,23.0,109.0,108.0,108.0,108.33333333333333,N10 3ST,,,,,,,,,,,,,,,,,,,,,,,,"Muswell Hill, London, N10 3ST"
329,7,Columbia Primary School,Tower Hamlets,150662,3 to 11,54,427.0,37.0,Does not apply,False,202,22.68,18.82716049382716,False,74.72694174757282,81.0,19.0,111.0,109.0,107.0,109.0,E2 7RG,,,,,,,,,,,,,,,,,,,,,,,,"Columbia Road, Bethnal Green, London, E2 7RG"
330,11,Our Lady of Lourdes Catholic Primary School,Enfield,102040,3 to 11,32,184.0,13.0,Roman Catholic,True,,8.75,21.02857142857143,False,74.64199029126213,88.0,13.0,109.0,109.0,109.0,109.0,N11 1RD,,,,,,,,,,,,,,,,,,,,,,,,"The Limes Avenue, London, N11 1RD"
331,12,St George the Martyr Church of England Primary School,Camden,100040,3 to 11,27,197.0,52.0,Church of England,True,,8.0,24.625,False,74.55703883495146,81.0,22.0,108.0,108.0,110.0,108.66666666666667,WC1N 2NX,,,,,,,,,,,,,,,,,,,,,,,,"John's Mews, London, WC1N 2NX"
332,13,Nightingale Primary School,Redbridge,102839,3 to 11,84,692.0,11.0,Does not apply,False,203,34.8,19.885057471264368,False,74.53276699029126,79.0,26.0,109.0,107.0,110.0,108.66666666666667,E18 1PL,,,,,,,,,,,,,,,,,,,,,,,,"Ashbourne Avenue, South Woodford, London, E18 1PL"
333,9,West Lodge Primary School,Harrow,102216,4 to 11,92,640.0,8.0,Does not apply,False,204,32.09,19.94390775942661,False,74.50242718446603,76.0,8.0,110.0,111.0,113.0,111.33333333333333,HA5 1AF,,,,,,,,,,,,,,,,,,,,,,,,"West End Lane, Pinner, HA5 1AF"
334,8,William Davis Primary School,Tower Hamlets,100943,3 to 11,23,174.0,65.0,Does not apply,False,205,10.03,17.347956131605187,False,74.46601941747572,83.0,9.0,111.0,109.0,110.0,110.0,E2 6ET,,,,,,,,,,,,,,,,,,,,,,,,"Wood Close, Cheshire Street, London, E2 6ET"
335,14,Highlands Primary School,Redbridge,131013,3 to 11,82,665.0,26.0,Does not apply,False,206,25.1,26.49402390438247,False,74.45995145631068,87.0,21.0,108.0,108.0,109.0,108.33333333333333,IG1 3LE,,,,,,,,,,,,,,,,,,,,,,,,"Highlands Gardens, Ilford, IG1 3LE"
336,12,Clare House Primary School,Bromley,143033,4 to 11,60,406.0,13.0,Does not apply,False,207,17.94,22.630992196209586,False,74.38713592233009,78.0,13.0,110.0,109.0,110.0,109.66666666666667,BR3 6PY,,,,,,,,,,,,,,,,,,,,,,,,"Overbury Avenue, Beckenham, BR3 6PY"
337,11,Allen Edwards Primary School,Lambeth,100598,3 to 11,33,375.0,52.0,Does not apply,False,208,25.6,14.6484375,True,74.27791262135922,69.0,31.0,109.0,109.0,110.0,109.33333333333333,SW4 6RP,,,,,,,,,,,,,,,,,,,,,,,,"Studley Road, Stockwell, London, SW4 6RP"
338,12,Wilbury Primary School,Enfield,146900,2 to 11,102,749.0,57.0,Does not apply,False,209,35.47,21.116436425148013,False,74.16868932038835,75.0,17.0,108.0,110.0,111.0,109.66666666666667,N18 1DE,,,,,,,,,,,,,,,,,,,,,,,,"Wilbury Way, Edmonton, London, N18 1DE"
339,13,Larmenier & Sacred Heart Catholic Primary School,Hammersmith and Fulham,134009,3 to 11,57,440.0,23.0,Roman Catholic,True,,21.04,20.912547528517113,False,74.15655339805825,72.0,18.0,110.0,109.0,110.0,109.66666666666667,W6 7BL,,,,,,,,,,,,,,,,,,,,,,,,"41a Brook Green, Hammersmith, London, W6 7BL"
340,6,St Mary's Catholic Primary School,Hillingdon,102425,3 to 11,30,238.0,13.0,Roman Catholic,True,,10.8,22.037037037037035,False,74.1504854368932,83.0,7.0,111.0,109.0,111.0,110.33333333333333,UB8 2UA,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham Close, Uxbridge, UB8 2UA"
341,14,Highgate Primary School,Haringey,102092,3 to 11,60,461.0,17.0,Does not apply,False,210,20.8,22.163461538461537,False,74.04126213592234,80.0,17.0,110.0,108.0,109.0,109.0,N6 4ED,,,,,,,,,,,,,,,,,,,,,,,,"North Hill, Highgate, London, N6 4ED"
342,19,St Elizabeth's Catholic Primary School,Richmond upon Thames,102910,4 to 11,30,212.0,17.0,Roman Catholic,True,,10.81,19.611470860314522,False,73.99878640776699,77.0,20.0,110.0,108.0,109.0,109.0,TW10 6HN,,,,,,,,,,,,,,,,,,,,,,,,"Queen's Road, Richmond, TW10 6HN"
343,13,"Holy Trinity and Saint Silas CofE Primary School, NW1",Camden,100033,4 to 11,29,204.0,38.0,Church of England,True,,12.15,16.790123456790123,False,73.94417475728156,79.0,28.0,111.0,107.0,108.0,108.66666666666667,NW1 8DE,,,,,,,,,,,,,,,,,,,,,,,,"Hartland Road, London, NW1 8DE"
344,8,Betty Layward Primary School,Hackney,131706,3 to 11,58,446.0,17.0,Does not apply,False,211,24.8,17.983870967741936,False,73.93810679611651,81.0,28.0,110.0,108.0,107.0,108.33333333333333,N16 9EX,,,,,,,,,,,,,,,,,,,,,,,,"Clissold Road, Hackney, London, N16 9EX"
345,15,St Michael's CofE Voluntary Aided Primary School,Haringey,102135,3 to 11,50,436.0,12.0,Church of England,True,,21.2,20.566037735849058,False,73.86529126213593,80.0,22.0,110.0,107.0,109.0,108.66666666666667,N6 4BG,,,,,,,,,,,,,,,,,,,,,,,,"North Road, Highgate, London, N6 4BG"
346,7,Holy Trinity CofE Primary School,Hillingdon,102418,3 to 11,25,204.0,16.0,Church of England,True,,5.76,35.41666666666667,False,73.80461165048544,88.0,4.0,110.0,110.0,111.0,110.33333333333333,HA6 2RH,,,,,,,,,,,,,,,,,,,,,,,,"Rickmansworth Road, L B H-Holy Trinity  School, Middlesex, HA6 2RH"
347,9,David Livingstone Academy,Croydon,137195,4 to 11,26,196.0,42.0,Does not apply,False,212,8.0,24.5,False,73.66504854368932,88.0,12.0,108.0,108.0,112.0,109.33333333333333,CR7 8HX,,,,,,,,,,,,,,,,,,,,,,,,"Northwood Road, Thornton Heath, CR7 8HX"
348,6,The St Teresa Catholic Primary School,Barking and Dagenham,147330,3 to 11,30,224.0,27.0,Roman Catholic,True,,9.18,24.40087145969499,False,73.55582524271846,83.0,13.0,110.0,107.0,111.0,109.33333333333333,RM8 2XJ,,,,,,,,,,,,,,,,,,,,,,,,"Bowes Road, Bowes Road, Dagenham, RM8 2XJ"
349,16,South Harringay Junior School,Haringey,102110,7 to 11,40,218.0,13.0,Does not apply,False,213,9.64,22.614107883817425,False,73.5133495145631,78.0,33.0,109.0,108.0,108.0,108.33333333333333,N4 1BA,,,,,,,,,,,,,,,,,,,,,,,,"Pemberton Rd, London, N4 1BA"
350,19,Sybourn Primary School,Waltham Forest,139724,2 to 11,58,516.0,45.0,Does not apply,False,214,24.4,21.147540983606557,False,73.501213592233,79.0,31.0,108.0,108.0,109.0,108.33333333333333,E17 8HA,,,,,,,,,,,,,,,,,,,,,,,,"Sybourn Street, London, E17 8HA"
351,27,The Hyde School,Barnet,139817,3 to 11,58,473.0,22.0,Does not apply,False,215,20.4,23.186274509803923,False,73.48300970873787,76.0,24.0,107.0,110.0,110.0,109.0,NW9 7EY,,,,,,,,,,,,,,,,,,,,,,,,"Hyde Crescent, London, NW9 7EY"
352,12,Dundonald Primary School,Merton,102628,3 to 11,56,430.0,9.0,Does not apply,False,216,20.8,20.673076923076923,False,73.45266990291262,75.0,11.0,111.0,110.0,110.0,110.33333333333333,SW19 3QH,,,,,,,,,,,,,,,,,,,,,,,,"Dundonald Road, London, SW19 3QH"
353,4,Latchmere School,Kingston upon Thames,138689,3 to 11,122,728.0,13.0,Does not apply,False,217,32.48,22.413793103448278,False,73.43446601941747,76.0,16.0,109.0,109.0,110.0,109.33333333333333,KT2 5TT,,,,,,,,,,,,,,,,,,,,,,,,"Latchmere Road, Kingston upon Thames, KT2 5TT"
354,13,Valley Primary School,Bromley,137242,2 to 11,84,460.0,23.0,Does not apply,False,218,17.66,26.047565118912797,False,73.40412621359224,83.0,17.0,109.0,108.0,109.0,108.66666666666667,BR2 0DA,,,,,,,,,,,,,,,,,,,,,,,,"Beckenham Lane, Shortlands, Bromley, BR2 0DA"
355,10,St Anselm's Catholic Primary School,Harrow,102230,4 to 11,58,414.0,12.0,Roman Catholic,True,,19.4,21.340206185567013,False,73.33131067961165,79.0,10.0,109.0,110.0,111.0,110.0,HA1 3BE,,,,,,,,,,,,,,,,,,,,,,,,"Roxborough Park, Harrow, HA1 3BE"
356,11,St Joseph's Catholic Primary School,Southwark,100833,3 to 11,28,225.0,32.0,Roman Catholic,True,,10.32,21.802325581395348,False,73.31917475728156,79.0,18.0,108.0,108.0,111.0,109.0,SE16 2TY,,,,,,,,,,,,,,,,,,,,,,,,"Gomm Road, Lower Road, Rotherhithe, London, SE16 2TY"
357,20,Trafalgar Junior School,Richmond upon Thames,102900,7 to 11,57,289.0,21.0,Does not apply,False,219,14.29,20.223932820153955,False,73.30703883495146,75.0,14.0,110.0,109.0,110.0,109.66666666666667,TW2 5EG,,,,,,,,,,,,,,,,,,,,,,,,"Elmsleigh Road, Twickenham, TW2 5EG"
358,20,Salisbury Primary School,Newham,102742,2 to 11,71,496.0,56.0,Does not apply,False,220,26.7,18.576779026217228,False,73.25849514563106,83.0,23.0,107.0,109.0,109.0,108.33333333333333,E12 6TH,,,,,,,,,,,,,,,,,,,,,,,,"495 High Street North, Salisbury Primary School, Manor Park, E12 6TH"
359,21,Central Park Primary School,Newham,130995,3 to 11,110,919.0,49.0,Does not apply,False,221,43.5,21.126436781609197,False,73.25849514563106,76.0,23.0,107.0,109.0,111.0,109.0,E6 3DW,,,,,,,,,,,,,,,,,,,,,,,,"Central Park Road, London, E6 3DW"
360,7,Eliot Bank Primary School,Lewisham,100711,3 to 11,46,397.0,15.0,Does not apply,False,222,19.1,20.785340314136125,False,73.22208737864078,85.0,20.0,110.0,108.0,107.0,108.33333333333333,SE26 4BU,,,,,,,,,,,,,,,,,,,,,,,,"Thorpewood Avenue, Sydenham, London, SE26 4BU"
361,13,St Monica's RC Primary School,Enfield,102039,2 to 11,51,429.0,6.0,Roman Catholic,True,,20.8,20.625,False,73.20995145631069,73.0,25.0,109.0,108.0,110.0,109.0,N14 7HE,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Road, Southgate, London, N14 7HE"
362,9,William Patten Primary School,Hackney,130932,3 to 11,60,441.0,22.0,Does not apply,False,223,23.08,19.10745233968804,False,73.20388349514563,83.0,22.0,110.0,108.0,107.0,108.33333333333333,N16 0NX,,,,,,,,,,,,,,,,,,,,,,,,"Stoke Newington Church St, London, N16 0NX"
363,13,Holy Trinity CofE Primary School,Merton,102665,3 to 11,48,435.0,15.0,Church of England,True,,18.83,23.10143388210303,False,73.01577669902912,75.0,21.0,110.0,108.0,109.0,109.0,SW19 8PW,,,,,,,,,,,,,,,,,,,,,,,,"Effra Road, Wimbledon, London, SW19 8PW"
364,10,Winterbourne Boys' Academy,Croydon,140683,7 to 11,44,198.0,41.0,Does not apply,False,224,11.0,18.0,False,72.99150485436893,80.0,9.0,109.0,110.0,111.0,110.0,CR7 7QT,,,,,,,,,,,,,,,,,,,,,,,,"Winterbourne Road, Thornton Heath, CR7 7QT"
365,12,Corpus Christi Catholic Primary School,Lambeth,137295,3 to 11,46,402.0,33.0,Roman Catholic,True,,20.19,19.910846953937593,False,72.96116504854369,85.0,15.0,109.0,108.0,109.0,108.66666666666667,SW2 5BL,,,,,,,,,,,,,,,,,,,,,,,,"Trent Road, Lambeth, Corpus Christi Primary School, London, SW2 5BL"
366,13,Immanuel and St Andrew Church of England Primary School,Lambeth,100633,3 to 11,58,417.0,28.0,Church of England,True,,18.6,22.419354838709676,False,72.9004854368932,90.0,7.0,110.0,108.0,111.0,109.66666666666667,SW16 5SL,,,,,,,,,,,,,,,,,,,,,,,,"Northanger Road, Streatham, London, SW16 5SL"
367,14,St Patrick's Catholic Primary School,Camden,100045,3 to 11,16,121.0,69.0,Roman Catholic,True,,7.65,15.816993464052286,False,72.82160194174757,69.0,13.0,111.0,109.0,112.0,110.66666666666667,NW5 3AH,,,,,,,,,,,,,,,,,,,,,,,,"Holmes Road, London, NW5 3AH"
368,14,Halstow Primary School,Greenwich,143597,5 to 11,53,407.0,30.0,Does not apply,False,225,19.0,21.42105263157895,False,72.80946601941748,75.0,28.0,108.0,109.0,109.0,108.66666666666667,SE10 0LD,,,,,,,,,,,,,,,,,,,,,,,,"Halstow Road, Greenwich, London, SE10 0LD"
